ga:eventCategory,ga:eventAction,ga:eventLabel,ga:date,ga:hour,ga:minute,ga:country,ga:totalEvents,ga:uniqueEvents,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewProblem,16298: ABCSpeedup,17Mayank,20150118,1,24,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,3pideh,20150122,18,20,(not set),1,1,1,1
mmViewProblem,16298: ABCSpeedup,7568852607,20150116,9,45,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AKGP,20150110,17,48,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AMESHI,20150112,15,52,Nigeria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AMESHI,20150117,9,36,Nigeria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Abdel-Aziz,20150115,13,39,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Abdel-Aziz,20150115,13,43,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Abdel-Aziz,20150115,13,49,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Abdel-Aziz,20150115,13,52,Egypt,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Abdullah.Arnab,20150115,6,55,Bangladesh,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AbhiZen,20150201,2,16,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Aditya.Chowdhry,20150116,6,8,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Aditya_O_Lee,20150118,5,17,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Afif,20150115,9,19,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Ahmed.32,20150123,4,12,Pakistan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Alexander.Park,20150112,21,32,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AlexanderL,20150113,1,21,Ukraine,1,1,0,0
mmViewProblem,16298: ABCSpeedup,AlexanderL,20150113,1,25,Ukraine,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Alexey.Serov,20150113,6,14,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Amit.Chahar,20150115,0,32,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AmrMohamed1996,20150127,11,35,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Anas.shami,20150115,5,58,Palestine,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Anas.shami,20150115,6,5,Palestine,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Andrea.Garaj,20150127,19,48,Serbia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AndyFang,20150109,23,11,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AndyFang,20150116,17,38,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,AndyFang,20150116,17,40,United States,2,1,0,0
mmViewProblem,16298: ABCSpeedup,Archak,20150112,14,19,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Arpitha_DR,20150114,2,48,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Arunraja,20150113,11,46,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Arunraja,20150113,12,23,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Arunraja,20150117,3,13,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Arunraja,20150125,0,59,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Arvind.Prakash,20150114,5,6,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Ayat_Ra,20150125,0,7,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,BatRoss,20150113,15,10,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,BatRoss,20150113,15,11,France,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Beskaska,20150112,6,43,Kazakhstan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,BhaGeera,20150117,10,49,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Bima.Wijaya,20150118,4,44,Indonesia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,BlakeWL,20150113,23,1,Hong Kong,1,1,1,1
mmViewProblem,16298: ABCSpeedup,BlakeWL,20150113,23,2,Hong Kong,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Blimp73,20150130,14,38,Austria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Blimp73,20150130,14,39,Austria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Blimp73,20150130,14,40,Austria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Brian.Lau,20150112,4,59,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Burakbb,20150111,0,5,Turkey,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Burakbb,20150111,0,8,Turkey,1,1,1,1
mmViewProblem,16298: ABCSpeedup,CJ246,20150123,14,13,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,CatalinT,20150115,12,27,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,CharlesHD,20150121,7,53,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Chris.Lamont,20150111,14,59,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,ClearAll,20150111,8,13,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,ClearAll,20150111,8,37,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,ClearAll,20150111,8,58,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,CryptoMexican,20150122,15,25,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,D4N73,20150114,0,59,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,DejvMatikar,20150109,16,49,Czech Republic,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Dennis.Turbay,20150118,4,52,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,DevSusu,20150116,3,30,South Korea,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Dimalish,20150111,16,44,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Dinesh.Kumar,20150128,1,47,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Disha.Jha,20150121,4,2,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Divergency,20150114,4,3,Turkey,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Drumea.Vasile,20150118,11,5,Moldova,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Elon_Smith,20150114,0,2,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Elon_Smith,20150114,0,4,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,F.L.K,20150112,22,21,China,1,1,0,0
mmViewProblem,16298: ABCSpeedup,F.L.K,20150112,22,22,China,2,1,0,0
mmViewProblem,16298: ABCSpeedup,F.L.K,20150113,3,25,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,F.L.K,20150113,4,25,China,1,1,0,0
mmViewProblem,16298: ABCSpeedup,F.L.K,20150113,4,34,China,1,1,0,0
mmViewProblem,16298: ABCSpeedup,F.L.K,20150114,4,26,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,F.L.K,20150115,4,28,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,F.L.K,20150115,7,20,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,F.L.K,20150115,20,13,China,2,1,1,2
mmViewProblem,16298: ABCSpeedup,F.L.K,20150116,3,53,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,F.L.K,20150118,20,10,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Fahim.Ahmed,20150113,11,30,Bangladesh,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Farsan,20150112,1,51,Bangladesh,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Fedevelez,20150115,21,11,Argentina,1,1,1,1
mmViewProblem,16298: ABCSpeedup,FilipeGoncalves,20150113,7,32,Portugal,1,1,1,1
mmViewProblem,16298: ABCSpeedup,FilipeGoncalves,20150113,7,37,Portugal,1,1,0,0
mmViewProblem,16298: ABCSpeedup,FireIce,20150112,20,41,Taiwan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Fireprufe15,20150118,8,34,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,G0rynich,20150109,14,16,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,G0rynich,20150109,15,26,United States,4,2,2,2
mmViewProblem,16298: ABCSpeedup,G0rynich,20150109,15,27,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,G0rynich,20150112,23,27,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,G0rynich,20150116,10,27,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,G0rynich,20150118,17,42,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,G0rynich,20150130,16,47,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,GSTVAC,20150113,6,33,Brazil,1,1,1,1
mmViewProblem,16298: ABCSpeedup,GSTVAC,20150113,6,39,Brazil,1,1,1,1
mmViewProblem,16298: ABCSpeedup,GSTVAC,20150121,7,16,Brazil,1,1,1,1
mmViewProblem,16298: ABCSpeedup,GengenGen,20150124,7,37,Japan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,GengenGen,20150124,7,38,Japan,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Gottwik,20150117,6,18,Slovakia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Gr3Ch,20150109,14,54,Georgia,1,1,0,0
mmViewProblem,16298: ABCSpeedup,H19061996,20150117,8,15,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Hakky,20150121,0,33,Japan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,HellFalcon,20150115,11,25,Belarus,1,1,1,1
mmViewProblem,16298: ABCSpeedup,HitenK,20150120,16,13,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,HoyuoRan,20150115,0,54,South Korea,1,1,1,1
mmViewProblem,16298: ABCSpeedup,InnocuousSagar,20150115,12,10,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,InnocuousSagar,20150115,12,12,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JD_247,20150109,15,55,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150109,13,8,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150109,13,41,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150110,11,49,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150112,22,55,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150113,10,8,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150113,12,35,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150113,17,53,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150114,0,28,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150114,12,5,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150114,23,32,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150115,10,53,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150115,12,22,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150115,18,34,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150115,22,54,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150116,12,2,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150116,14,51,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150116,16,14,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150117,12,37,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JRSSKumarD,20150127,19,20,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JackKnife,20150112,16,27,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JackKnife,20150112,17,43,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JackKnife,20150113,14,22,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150109,14,33,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150109,14,34,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150109,14,38,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150111,9,25,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150112,2,29,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150112,5,45,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150112,9,15,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,1,24,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,2,4,South Africa,2,1,1,2
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,4,35,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,7,35,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,7,37,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150113,14,21,South Africa,2,1,1,2
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150114,2,13,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150114,8,8,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150114,8,9,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150115,13,31,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150115,15,1,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150116,2,18,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150116,3,33,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JacoCronje,20150116,15,25,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jake1164,20150114,16,27,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Jake1164,20150114,16,37,United States,2,2,1,2
mmViewProblem,16298: ABCSpeedup,Jake1164,20150114,16,38,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jake1164,20150114,16,39,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Jake1164,20150129,7,55,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jake1164,20150129,7,56,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Jason.Huh,20150128,17,35,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JayLo,20150113,12,16,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JayLo,20150113,12,18,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JaydevMehta,20150110,8,50,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jerryevans,20150112,9,22,United Kingdom,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jhutan.Debnath,20150117,9,20,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jhutan.Debnath,20150117,9,22,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jhutan.Debnath,20150117,9,23,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,JohnFChionglo,20150113,21,5,Philippines,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Jooosh,20150113,11,53,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Junchi.Liu,20150113,19,3,New Zealand,1,1,1,1
mmViewProblem,16298: ABCSpeedup,JusticeForAll,20150109,22,2,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Kaaveh-MD,20150110,15,30,Iran,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Kakshil.Shah,20150117,13,51,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Kelaktaa,20150115,1,46,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,KenzieChen,20150116,22,45,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Kinematic,20150111,11,53,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Komaki,20150115,3,21,Japan,2,2,1,2
mmViewProblem,16298: ABCSpeedup,KudaChinyemba,20150112,6,51,South Africa,1,1,0,0
mmViewProblem,16298: ABCSpeedup,KudaChinyemba,20150112,6,56,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,KudaChinyemba,20150112,6,57,South Africa,1,1,1,1
mmViewProblem,16298: ABCSpeedup,KumarNavneet,20150116,12,31,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,KunalMahajan,20150129,9,23,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,KunalMahajan,20150129,9,43,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,LLcoolNJ,20150113,14,58,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Lavee.Singh,20150117,3,12,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,LayCurse,20150114,21,39,Japan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Legion121,20150130,7,4,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Lougarou,20150113,4,49,Mauritius,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Lougarou,20150122,8,48,Mauritius,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Lugera,20150110,8,54,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,MarkNaughton,20150131,11,31,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,MarkNaughton,20150131,11,32,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,MarkNaughton,20150131,11,33,United States,2,1,1,2
mmViewProblem,16298: ABCSpeedup,MarkNaughton,20150131,11,35,United States,6,4,4,1.5
mmViewProblem,16298: ABCSpeedup,MarkNaughton,20150131,11,40,United States,2,2,2,1
mmViewProblem,16298: ABCSpeedup,Matijaman,20150113,16,35,Croatia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Mindblender,20150116,12,39,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,MizzzViolet,20150117,17,55,Ireland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,MizzzViolet,20150118,5,33,Ireland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,MizzzViolet,20150118,5,36,Ireland,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Mloody2000,20150112,16,32,France,4,2,0,0
mmViewProblem,16298: ABCSpeedup,Mloody2000,20150113,16,12,France,1,1,0,0
mmViewProblem,16298: ABCSpeedup,MohamedHashim,20150110,3,55,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Mousecage,20150110,16,34,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Mtier,20150110,6,4,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Mukund.S,20150110,4,5,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,My.Nguyen,20150112,21,39,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,NairUlIslam,20150113,3,27,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,NairUlIslam,20150113,3,30,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,NairUlIslam,20150113,3,31,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,NeXx,20150109,13,16,Algeria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,NeXx,20150110,8,32,Algeria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,NguyenManhDucAc,20150127,5,23,Vietnam,1,1,1,1
mmViewProblem,16298: ABCSpeedup,NoRKin,20150125,8,52,Australia,2,1,1,2
mmViewProblem,16298: ABCSpeedup,NoRKin,20150201,18,55,Australia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,OldForest,20150112,3,24,Hong Kong,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Omar.Espinosa,20150113,18,48,Mexico,1,1,1,1
mmViewProblem,16298: ABCSpeedup,OvisAries,20150113,23,50,Taiwan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,OvisAries,20150113,23,54,Taiwan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,OvisAries,20150114,8,18,Taiwan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,PAZEUSRENTS4,20150125,3,38,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Parvinder09,20150122,9,6,India,2,1,1,2
mmViewProblem,16298: ABCSpeedup,Parvinder09,20150126,0,21,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Parvinder09,20150126,0,22,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Pavel.Kvas,20150111,17,6,Ukraine,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150110,8,20,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150110,8,35,Finland,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Pena,20150110,8,37,Finland,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Pena,20150110,8,40,Finland,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Pena,20150111,15,34,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150111,15,51,Finland,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Pena,20150112,9,55,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150113,0,26,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150114,5,40,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pena,20150119,1,26,Finland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150110,12,31,Hungary,2,1,0,0
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150110,12,33,Hungary,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150111,12,36,Hungary,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150112,4,15,Hungary,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150115,16,25,Hungary,2,1,0,0
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150115,16,28,Hungary,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Peter.Jahn,20150118,6,59,Hungary,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Philip.Moniaga,20150112,22,30,Indonesia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pliskin,20150109,22,40,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Pliskin,20150109,22,48,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Prithaj.Nath,20150109,20,25,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Psychonut,20150127,15,41,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Ragewing,20150114,14,34,Ukraine,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rahul.Gosain,20150114,4,46,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Raineii,20150114,22,32,Mexico,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Raineii,20150114,23,0,Mexico,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Raineii,20150114,23,1,Mexico,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rajpurohit,20150117,5,20,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rajpurohit,20150117,5,42,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rajpurohit,20150117,5,44,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,RaulEnriqueSil,20150111,22,25,Argentina,1,1,1,1
mmViewProblem,16298: ABCSpeedup,RaulEnriqueSil,20150111,23,22,Argentina,1,1,1,1
mmViewProblem,16298: ABCSpeedup,ReHeatedCake,20150114,0,7,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Reddy_K,20150116,1,52,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Resolute,20150117,13,35,Ukraine,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Riel.Kim,20150118,2,0,South Korea,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Riel.Kim,20150118,2,45,South Korea,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Robinbg,20150118,3,4,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Robinbg,20150118,3,6,China,1,1,0,0
mmViewProblem,16298: ABCSpeedup,Rudyza,20150114,20,12,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rushikesh.Deshp,20150111,2,32,Lebanon,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Rushikesh.Deshp,20150111,2,45,Lebanon,1,1,0,0
mmViewProblem,16298: ABCSpeedup,S.E.Silentium,20150112,8,21,Azerbaijan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,S.Y.B.E,20150201,8,18,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,1,48,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,1,49,Romania,2,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,2,8,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,4,44,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,4,53,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,5,37,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,6,5,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,6,6,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,13,55,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150113,16,23,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150114,9,37,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SPChoria,20150114,9,38,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150114,9,40,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150114,9,41,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150114,9,43,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150120,4,31,Romania,4,1,1,4
mmViewProblem,16298: ABCSpeedup,SPChoria,20150120,4,32,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SPChoria,20150120,4,37,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,S_Saqib,20150201,9,43,Bangladesh,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SabTheKnight,20150116,4,30,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SabTheKnight,20150118,3,26,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Safadurimo,20150109,13,48,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Safadurimo,20150112,10,35,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Safadurimo,20150112,10,37,Germany,1,1,0,0
mmViewProblem,16298: ABCSpeedup,SalPartovi,20150109,19,25,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,SalPartovi,20150109,19,26,United States,2,1,0,0
mmViewProblem,16298: ABCSpeedup,Sanjivani,20150110,20,22,Singapore,1,1,1,1
mmViewProblem,16298: ABCSpeedup,Saurav1995,20150113,8,8,India,1,1,1,1
