"","handle","score.sys","score.prov","timestamp","submission_id","mm_rating","mm_events","mm_reg","algo_rating","algo_events","algo_reg","country","payments","days_as_member","gender","school","treatment","room_size","room_id","mm_rating_imputed","age","educ","prlang","risk","odds.sys","odds.prov"
"30","ainu7",0.7928669,0.7993725,2015-03-14 21:31:54,3,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.852431822197179,0.887294140344261
"31","ainu7",0.5929236,0.59145715,2015-03-14 23:38:30,4,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.324363279706638,0.322399636443811
"32","ainu7",0.6559615,0.65234601,2015-03-15 03:27:12,5,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.424600182194138,0.417868528398252
"33","ainu7",0.6640533,0.67633972,2015-03-15 10:35:40,6,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.440191276071872,0.465354972871282
"34","ainu7",0.771223,0.80320295,2015-03-16 02:25:59,7,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.750717402801591,0.908898909165743
"35","ainu7",0.7855489,0.80665346,2015-03-16 03:40:05,8,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.815743868160072,0.929093598336842
"36","ainu7",0.7916473,0.80230149,2015-03-16 06:27:43,9,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.846138533581604,0.90373910341849
"37","ainu7",0.6604069,0.72198268,2015-03-16 06:41:18,10,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.433073506202704,0.578314122545417
"38","ainu7",0.7795824,0.79582792,2015-03-16 07:25:43,11,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.787634313263669,0.868023912954498
"39","ainu7",0.7916473,0.80230149,2015-03-16 07:31:53,12,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.846138533581604,0.90373910341849
"40","ainu7",0.7823666,0.79582792,2015-03-16 07:37:55,13,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.800559519583125,0.868023912954498
"41","ainu7",0.787037,0.80511094,2015-03-16 07:43:18,14,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.823000056618658,0.919977357090681
"42","ainu7",0.787037,0.80578799,2015-03-16 07:48:48,15,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.823000056618658,0.923960868541188
"43","ainu7",0.7990741,0.81201321,2015-03-16 07:54:02,16,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.885645669363465,0.961932578972697
"44","ainu7",0.7889565,0.80348211,2015-03-16 09:36:44,17,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.832510939879064,0.910506373643299
"45","ainu7",0.7990741,0.81201321,2015-03-16 10:01:14,18,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.885645669363465,0.961932578972697
"46","ainu7",0.7988955,0.8106686,2015-03-16 10:56:40,19,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.884661357736997,0.953519494881475
"47","ainu7",0.7990741,0.81201321,2015-03-16 11:50:37,20,0.905709023941068,29,57,2880,282,306,"South Korea",87266.5,3113.94721064815,"Male","No school","tournament","Small","2B",FALSE,"31-40 years","Undergraduate/Bachelor's degree","C++","6",0.885645669363465,0.961932578972697
"48","al_gol",0.7802401,0.79408493,2015-03-10 11:51:42,1,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.790658036206076,0.858791413688502
"49","al_gol",NA,0.73255447,2015-03-14 05:32:55,2,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.609976987076286
"50","al_gol",NA,0.69744384,2015-03-14 05:37:59,3,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.513348284043753
"51","al_gol",NA,0.79408493,2015-03-14 05:51:59,4,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.858791413688502
"52","al_gol",NA,0.79408493,2015-03-14 06:06:09,5,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.858791413688502
"53","al_gol",NA,0.71243469,2015-03-14 06:11:23,6,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.551718357974919
"54","al_gol",NA,0.79408493,2015-03-14 06:20:26,7,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.858791413688502
"55","al_gol",NA,0.66157738,2015-03-14 06:25:38,8,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.43534156666478
"56","al_gol",0.7387792,0.74331535,2015-03-14 08:09:49,9,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.629819025717095,0.644884701782987
"57","al_gol",0.7421687,0.78081386,2015-03-14 08:21:02,10,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.641026328779817,0.79331067185548
"58","al_gol",NA,0.79408493,2015-03-14 08:32:28,11,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.858791413688502
"59","al_gol",NA,0.78150269,2015-03-14 08:37:29,12,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.796513707277759
"60","al_gol",0.7415837,0.78014287,2015-03-14 09:15:05,13,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.639071047712371,0.790209889556507
"61","al_gol",0.7299129,0.78012709,2015-03-14 09:36:47,14,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.601833098750767,0.790137194715419
"62","al_gol",0.7583985,0.77001439,2015-03-14 09:47:11,15,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.69904753787297,0.745601974163598
"63","al_gol",0.7449316,0.78357965,2015-03-14 10:47:32,16,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.65038214627709,0.806294922482712
"64","al_gol",NA,0.78082022,2015-03-14 11:39:27,17,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.793340153547959
"65","al_gol",0.7449316,0.78357965,2015-03-14 11:45:34,18,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.65038214627709,0.806294922482712
"66","al_gol",NA,0.78256203,2015-03-14 12:56:42,19,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.801479204727973
"67","al_gol",0.7449316,0.78357965,2015-03-14 13:11:23,20,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",0.65038214627709,0.806294922482712
"68","al_gol",NA,0.79408493,2015-03-14 13:19:56,21,0.316022099447514,5,9,953,28,30,"Belarus",3000,1387.40127314815,"Male","Some school","tournament","Small","2C",FALSE,"20-25 years old","Undergraduate/Bachelor's degree","C#","7",NA,0.858791413688502
"69","all_random",0.7928669,0.7993725,2015-03-09 19:05:26,1,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.852431822197179,0.887294140344261
"70","all_random",0.7904631,0.79930899,2015-03-09 19:16:12,2,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.840098014217231,0.886942877184225
"71","all_random",0.7850554,0.7942329,2015-03-09 19:29:01,3,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.813359676243453,0.859569125108939
"72","all_random",0.7972286,0.80333873,2015-03-10 04:29:00,4,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.875558244825206,0.909680190146703
"73","all_random",0.7988955,0.80167286,2015-03-10 05:03:51,5,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.884661357736997,0.900168690633212
"74","all_random",0.3924983,0.44120407,2015-03-10 06:24:41,6,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.143879577496134,0.175830878978685
"75","all_random",0.7972286,0.80333873,2015-03-10 07:28:42,7,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.875558244825206,0.909680190146703
"76","all_random",0.7979936,0.80656549,2015-03-10 10:21:03,8,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.879717336352288,0.92856978916209
"77","all_random",0.6770053,0.66879594,2015-03-10 10:57:44,9,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.466772803432021,0.449683391264261
"78","all_random",0.8025712,0.80944658,2015-03-10 11:14:55,10,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.905277938286846,0.945976430906877
"79","all_random",0.7925926,0.80504965,2015-03-11 04:20:17,11,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.851009948806934,0.919618115167589
"80","all_random",0.006802721,0.00458306,2015-03-11 04:38:27,12,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.0015253025976828,0.00102531990119238
"81","all_random",0.7602114,0.79580179,2015-03-11 05:04:46,13,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.706016282693524,0.867884340409637
"82","all_random",0.7724406,0.77893981,2015-03-11 06:21:50,14,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.755925827265134,0.784697434453039
"83","all_random",0.8025712,0.80944658,2015-03-11 07:29:25,15,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.905277938286846,0.945976430906877
"84","all_random",0.8048215,0.80795089,2015-03-11 08:41:58,16,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.918282832077294,0.936874754000993
"85","all_random",0.8048215,0.80795089,2015-03-11 08:53:59,17,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.918282832077294,0.936874754000993
"86","all_random",0.7737864,0.76867704,2015-03-11 09:52:07,18,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.7617478769063,0.74000395283151
"87","all_random",0.8025712,0.80944658,2015-03-11 10:15:57,19,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.905277938286846,0.945976430906877
"88","all_random",0.7860509,0.80124309,2015-03-11 10:37:04,20,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.818180409848114,0.897740735917839
"89","all_random",0.7642276,0.77909825,2015-03-11 11:03:12,21,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.721836145277148,0.78541997797177
"90","all_random",0.7925926,0.80504965,2015-03-12 04:33:38,22,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.851009948806934,0.919618115167589
"91","all_random",0.7781473,0.79176494,2015-03-12 04:54:39,23,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.781098794769614,0.846742358320252
"92","all_random",0.7845304,0.79618695,2015-03-12 05:09:57,24,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.81083529101384,0.869945284121334
"93","all_random",0.8025712,0.80944658,2015-03-12 05:30:27,25,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.905277938286846,0.945976430906877
"94","all_random",0.787224,0.80867314,2015-03-12 06:23:00,26,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.82391907390752,0.941252072816313
"95","all_random",0.7696737,0.79633755,2015-03-12 07:23:09,27,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.744169706908387,0.870753246038833
"96","all_random",0.7955699,0.80255951,2015-03-12 07:41:21,28,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.866647270850886,0.905211153636504
"97","all_random",0.7754114,0.79733725,2015-03-12 07:59:23,29,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.768870760017952,0.876147031497615
"98","all_random",0.7836472,0.79693192,2015-03-12 08:13:04,30,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.806616195024688,0.873953711360159
"99","all_random",0.7687075,0.77957475,2015-03-12 08:39:20,31,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.740130735088576,0.787599249163753
"100","all_random",0.769962,0.80036215,2015-03-12 09:00:37,32,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.745381449573614,0.892796603646599
"101","all_random",0.7713737,0.79375541,2015-03-12 11:07:37,33,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.751359031196295,0.857063508323569
"102","all_random",0.7713737,0.79375541,2015-03-12 11:22:14,34,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.751359031196295,0.857063508323569
"103","all_random",0.7836472,0.79693192,2015-03-12 11:32:41,35,0.476243093922652,1,3,0,0,1,"Viet Nam",0,75.6527199074074,"Male","No school","race","Large","1E",FALSE,"26-30 years","Doctorate/PhD","C++","1-unwilling",0.806616195024688,0.873953711360159
